case_id,entry_id,object_id,fill_throughput (ops/s),run_throughput (ops/s)
17,10,18,32561517,44749803
17,10,25,36411990,45560145
18,10,18,32692956,88565341
18,10,25,23356414,93817455
19,10,18,32397344,127641388
19,10,25,36109718,127970709
20,10,18,32607002,46954131
20,10,25,35803844,50884418
21,10,18,32639910,153281921
21,10,25,35510454,145846887
22,10,18,32217873,329113443
22,10,25,23251246,283357037
