object_id,case_id,occupancy,count,total_bins,exp_probability,upper,lower,upper_whisker,lower_whisker,draw_position
-1,-1,3.800000000000000,0,0,0.020623516514844,0,0,0,0,3.800000000000000
-1,-1,3.900000000000000,0,0,0.017799998599260,0,0,0,0,3.900000000000000
-1,-1,4.000000000000000,0,0,0.015328310048810,0,0,0,0,4.000000000000000
-1,-1,4.100000000000000,0,0,0.013170653179077,0,0,0,0,4.100000000000000
-1,-1,4.200000000000000,0,0,0.011292232689200,0,0,0,0,4.200000000000000
-1,-1,4.300000000000000,0,0,0.009661213002087,0,0,0,0,4.300000000000000
-1,-1,4.400000000000000,0,0,0.008248630995462,0,0,0,0,4.400000000000000
-1,-1,4.500000000000000,0,0,0.007028275088603,0,0,0,0,4.500000000000000
-1,-1,4.600000000000000,0,0,0.005976540097147,0,0,0,0,4.600000000000000
-1,-1,4.700000000000000,0,0,0.005072265814334,0,0,0,0,4.700000000000000
-1,-1,4.800000000000000,0,0,0.004296565940593,0,0,0,0,4.800000000000000
-1,-1,4.900000000000000,0,0,0.003632652775359,0,0,0,0,4.900000000000000
-1,-1,5.000000000000000,0,0,0.003065662009762,0,0,0,0,5.000000000000000
-1,-1,5.100000000000000,0,0,0.002582481015505,0,0,0,0,5.100000000000000
-1,-1,5.200000000000000,0,0,0.002171583209461,0,0,0,0,5.200000000000000
-1,-1,5.300000000000000,0,0,0.001822870377752,0,0,0,0,5.300000000000000
-1,-1,5.400000000000000,0,0,0.001527524258419,0,0,0,0,5.400000000000000
-1,-1,5.500000000000000,0,0,0.001277868197928,0,0,0,0,5.500000000000000
-1,-1,5.600000000000000,0,0,0.001067239303062,0,0,0,0,5.600000000000000
-1,-1,5.700000000000000,0,0,0.000889871195497,0,0,0,0,5.700000000000000
-1,-1,5.800000000000000,0,0,0.000740787231137,0,0,0,0,5.800000000000000
-1,-1,5.900000000000000,0,0,0.000615703860230,0,0,0,0,5.900000000000000
-1,-1,6.000000000000000,0,0,0.000510943668294,0,0,0,0,6.000000000000000
-1,-1,6.100000000000000,0,0,0.000423357543525,0,0,0,0,6.100000000000000
-1,-1,6.200000000000000,0,0,0.000350255356365,0,0,0,0,6.200000000000000
-1,-1,6.300000000000000,0,0,0.000289344504405,0,0,0,0,6.300000000000000
-1,-1,6.400000000000000,0,0,0.000238675665378,0,0,0,0,6.400000000000000
-1,-1,6.500000000000000,0,0,0.000196595107374,0,0,0,0,6.500000000000000
-1,-1,6.600000000000000,0,0,0.000161702924706,0,0,0,0,6.600000000000000
-1,-1,6.700000000000000,0,0,0.000132816596343,0,0,0,0,6.700000000000000
-1,-1,6.800000000000000,0,0,0.000108939298697,0,0,0,0,6.800000000000000
-1,-1,6.900000000000000,0,0,0.000089232443512,0,0,0,0,6.900000000000000
-1,-1,7.000000000000000,0,0,0.000072991952613,0,0,0,0,7.000000000000000
-1,-1,7.100000000000000,0,0,0.000059627823032,0,0,0,0,7.100000000000000
-1,-1,7.200000000000000,0,0,0.000048646577273,0,0,0,0,7.200000000000000
-1,-1,7.300000000000000,0,0,0.000039636233480,0,0,0,0,7.300000000000000
-1,-1,7.400000000000000,0,0,0.000032253468294,0,0,0,0,7.400000000000000
-1,-1,7.500000000000000,0,0,0.000026212680983,0,0,0,0,7.500000000000000
-1,-1,7.600000000000000,0,0,0.000021276700619,0,0,0,0,7.600000000000000
-1,-1,7.700000000000000,0,0,0.000017248908616,0,0,0,0,7.700000000000000
-1,-1,7.800000000000000,0,0,0.000013966576756,0,0,0,0,7.800000000000000
-1,-1,7.900000000000000,0,0,0.000011295246014,0,0,0,0,7.900000000000000
-1,-1,8.000000000000000,0,0,0.000009123994077,0,0,0,0,8.000000000000000
-1,-1,8.100000000000000,0,0,0.000007361459634,0,0,0,0,8.100000000000000
-1,-1,8.199999999999999,0,0,0.000005932509424,0,0,0,0,8.199999999999999
-1,-1,8.300000000000001,0,0,0.000004775449817,0,0,0,0,8.300000000000001
-1,-1,8.400000000000000,0,0,0.000003839698606,0,0,0,0,8.400000000000000
-1,-1,8.500000000000000,0,0,0.000003083844822,0,0,0,0,8.500000000000000
-1,-1,8.600000000000000,0,0,0.000002474034956,0,0,0,0,8.600000000000000
-1,-1,8.699999999999999,0,0,0.000001982633174,0,0,0,0,8.699999999999999
-1,-1,8.800000000000001,0,0,0.000001587110995,0,0,0,0,8.800000000000001
-1,-1,8.900000000000000,0,0,0.000001269128766,0,0,0,0,8.900000000000000
-1,-1,9.000000000000000,0,0,0.000001013777120,0,0,0,0,9.000000000000000
-1,-1,9.100000000000000,0,0,0.000000808951608,0,0,0,0,9.100000000000000
-1,-1,9.199999999999999,0,0,0.000000644837981,0,0,0,0,9.199999999999999
-1,-1,9.300000000000001,0,0,0.000000513489228,0,0,0,0,9.300000000000001
-1,-1,9.400000000000000,0,0,0.000000408478575,0,0,0,0,9.400000000000000
-1,-1,9.500000000000000,0,0,0.000000324615244,0,0,0,0,9.500000000000000
-1,-1,9.600000000000000,0,0,0.000000257711975,0,0,0,0,9.600000000000000
-1,-1,9.699999999999999,0,0,0.000000204395173,0,0,0,0,9.699999999999999
-1,-1,9.800000000000001,0,0,0.000000161950102,0,0,0,0,9.800000000000001
-1,-1,9.900000000000000,0,0,0.000000128194825,0,0,0,0,9.900000000000000
-1,-1,10.000000000000000,0,0,0.000000101377712,0,0,0,0,10.000000000000000
-1,-1,10.100000000000000,0,0,0.000000080094219,0,0,0,0,10.100000000000000
-1,-1,10.199999999999999,0,0,0.000000063219410,0,0,0,0,10.199999999999999
-1,-1,10.300000000000001,0,0,0.000000049853323,0,0,0,0,10.300000000000001
-1,-1,10.400000000000000,0,0,0.000000039276786,0,0,0,0,10.400000000000000
-1,-1,10.500000000000000,0,0,0.000000030915738,0,0,0,0,10.500000000000000
-1,-1,10.600000000000000,0,0,0.000000024312450,0,0,0,0,10.600000000000000
-1,-1,10.699999999999999,0,0,0.000000019102353,0,0,0,0,10.699999999999999
-1,-1,10.800000000000001,0,0,0.000000014995380,0,0,0,0,10.800000000000001
-1,-1,10.900000000000000,0,0,0.000000011760993,0,0,0,0,10.900000000000000
-1,-1,11.000000000000000,0,0,0.000000009216156,0,0,0,0,11.000000000000000
