object_id,case_id,occupancy,count,total_bins,exp_probability,upper,lower,upper_whisker,lower_whisker,draw_position
-1,-1,0.000000000000000,0,0,0.367879441171442,0,0,0,0,0.000000000000000
-1,-1,0.100000000000000,0,0,0.386691694403024,0,0,0,0,0.100000000000000
-1,-1,0.200000000000000,0,0,0.400666483385111,0,0,0,0,0.200000000000000
-1,-1,0.300000000000000,0,0,0.409906911373847,0,0,0,0,0.300000000000000
-1,-1,0.400000000000000,0,0,0.414622386165507,0,0,0,0,0.400000000000000
-1,-1,0.500000000000000,0,0,0.415107497420595,0,0,0,0,0.500000000000000
-1,-1,0.600000000000000,0,0,0.411721456676391,0,0,0,0,0.600000000000000
-1,-1,0.700000000000000,0,0,0.404868764526727,0,0,0,0,0.700000000000000
-1,-1,0.800000000000000,0,0,0.394981588292294,0,0,0,0,0.800000000000000
-1,-1,0.900000000000000,0,0,0.382504169899505,0,0,0,0,0.900000000000000
-1,-1,1.000000000000000,0,0,0.367879441171442,0,0,0,0,1.000000000000000
-1,-1,1.100000000000000,0,0,0.351537904002749,0,0,0,0,1.100000000000000
-1,-1,1.200000000000000,0,0,0.333888736154259,0,0,0,0,1.200000000000000
-1,-1,1.300000000000000,0,0,0.315313008749113,0,0,0,0,1.300000000000000
-1,-1,1.400000000000000,0,0,0.296158847261077,0,0,0,0,1.400000000000000
-1,-1,1.500000000000000,0,0,0.276738331613730,0,0,0,0,1.500000000000000
-1,-1,1.600000000000000,0,0,0.257325910422744,0,0,0,0,1.600000000000000
-1,-1,1.700000000000000,0,0,0.238158096780428,0,0,0,0,1.700000000000000
-1,-1,1.800000000000000,0,0,0.219434215717941,0,0,0,0,1.800000000000000
-1,-1,1.900000000000000,0,0,0.201317984157634,0,0,0,0,1.900000000000000
-1,-1,2.000000000000000,0,0,0.183939720585721,0,0,0,0,2.000000000000000
-1,-1,2.100000000000000,0,0,0.167399001906071,0,0,0,0,2.100000000000000
-1,-1,2.200000000000000,0,0,0.151767607342845,0,0,0,0,2.200000000000000
-1,-1,2.300000000000000,0,0,0.137092612499615,0,0,0,0,2.300000000000000
-1,-1,2.400000000000000,0,0,0.123399519692115,0,0,0,0,2.400000000000000
-1,-1,2.500000000000000,0,0,0.110695332645492,0,0,0,0,2.500000000000000
-1,-1,2.600000000000000,0,0,0.098971504008748,0,0,0,0,2.600000000000000
-1,-1,2.700000000000000,0,0,0.088206702511269,0,0,0,0,2.700000000000000
-1,-1,2.800000000000000,0,0,0.078369362756408,0,0,0,0,2.800000000000000
-1,-1,2.900000000000000,0,0,0.069419994537115,0,0,0,0,2.900000000000000
-1,-1,3.000000000000000,0,0,0.061313240195240,0,0,0,0,3.000000000000000
-1,-1,3.100000000000000,0,0,0.053999678034216,0,0,0,0,3.100000000000000
-1,-1,3.200000000000000,0,0,0.047427377294639,0,0,0,0,3.200000000000000
-1,-1,3.300000000000000,0,0,0.041543215908974,0,0,0,0,3.300000000000000
-1,-1,3.400000000000000,0,0,0.036293976380034,0,0,0,0,3.400000000000000
-1,-1,3.500000000000000,0,0,0.031627237898712,0,0,0,0,3.500000000000000
-1,-1,3.600000000000000,0,0,0.027492084446874,0,0,0,0,3.600000000000000
-1,-1,3.700000000000000,0,0,0.023839649327370,0,0,0,0,3.700000000000000
